Date,Open,High,Low,Close,Volume,Market Cap
14-Jul-17,0.534731,0.775406,0.500232,0.58248,"750,698",-
15-Jul-17,0.586446,0.652156,0.433351,0.433351,"1,552,730",-
16-Jul-17,0.431081,0.494342,0.319695,0.384906,"1,743,630","42,380,400"
17-Jul-17,0.381684,0.598633,0.379345,0.582786,"4,273,090","37,524,100"
18-Jul-17,0.574224,0.894874,0.565539,0.759819,"8,394,650","56,453,100"
19-Jul-17,0.75929,0.797288,0.568905,0.583911,"4,236,020","74,647,300"
20-Jul-17,0.596119,0.717632,0.596119,0.659447,"3,376,440","58,605,700"
21-Jul-17,0.669754,0.786582,0.632858,0.753032,"2,140,420","65,844,800"
22-Jul-17,0.742038,0.886832,0.739422,0.878662,"3,596,130","72,951,200"
23-Jul-17,0.878973,1.59,0.850754,1.53,"15,198,100","86,413,600"
24-Jul-17,1.51,1.61,1.31,1.52,"12,526,000","148,581,000"
25-Jul-17,1.53,1.55,1.12,1.23,"8,132,390","150,667,000"
26-Jul-17,1.23,1.29,1.1,1.21,"4,740,910","121,110,000"
27-Jul-17,1.21,1.41,1.2,1.38,"5,379,280","118,718,000"
28-Jul-17,1.38,1.39,1.12,1.19,"5,438,700","135,475,000"
29-Jul-17,1.19,1.29,1.11,1.28,"2,651,230","116,968,000"
30-Jul-17,1.27,1.31,1.19,1.21,"1,749,290","124,645,000"
31-Jul-17,1.2,1.26,1.17,1.23,"2,153,100","118,309,000"
1-Aug-17,1.22,1.37,1.18,1.33,"4,360,060","120,415,000"
2-Aug-17,1.34,1.39,1.29,1.38,"3,708,080","131,707,000"
3-Aug-17,1.38,2.03,1.37,1.96,"18,348,800","135,528,000"
4-Aug-17,1.95,2.79,1.94,2.76,"44,051,500","192,003,000"
5-Aug-17,2.79,3.73,2.74,3.61,"95,593,700","274,109,000"
6-Aug-17,3.62,3.62,2.59,2.75,"39,669,900","356,183,000"
7-Aug-17,2.7,3.25,2.63,3.15,"34,417,900","265,138,000"
8-Aug-17,3.15,3.76,3.07,3.61,"49,778,700","309,766,000"
9-Aug-17,3.62,3.68,3.26,3.45,"24,783,900","355,440,000"
10-Aug-17,3.41,6.36,3.38,5.93,"234,693,000","335,183,000"
11-Aug-17,5.96,7.81,5.41,7.23,"200,287,000","586,021,000"
12-Aug-17,7.2,7.4,5.83,6.19,"87,590,300","707,779,000"
13-Aug-17,6.18,7.53,5.36,6.94,"128,909,000","607,772,000"
14-Aug-17,6.88,7.38,6.25,7.02,"85,191,300","676,804,000"
15-Aug-17,6.94,7.05,6.16,6.69,"67,045,700","682,506,000"
16-Aug-17,6.67,9.02,6.67,8.87,"204,580,000","655,537,000"
17-Aug-17,8.89,9.47,8.29,8.4,"131,488,000","873,548,000"
18-Aug-17,8.4,8.45,6.32,7.34,"104,224,000","825,591,000"
19-Aug-17,7.31,7.93,6.42,7.8,"70,997,400","718,510,000"
20-Aug-17,7.76,8.84,7.17,8.44,"74,687,700","762,542,000"
21-Aug-17,8.45,8.6,7.34,7.67,"71,569,400","830,536,000"
22-Aug-17,7.67,7.76,6.96,7.62,"41,423,400","753,880,000"
23-Aug-17,7.61,8.66,7.58,8.24,"64,455,600","748,515,000"
24-Aug-17,8.2,8.39,7.97,8.37,"31,284,200","806,267,000"
25-Aug-17,8.38,8.46,8.04,8.27,"24,205,300","823,620,000"
