Date,Open,High,Low,Close,Volume,Market Cap
13-Jun-17,0.638503,0.652862,0.53391,0.590255,"25,425,600","1,774,740,000"
14-Jun-17,0.592347,0.606196,0.495745,0.528916,"14,194,900","1,646,450,000"
15-Jun-17,0.528284,0.543165,0.300365,0.363661,"10,300,400","1,468,380,000"
16-Jun-17,0.353285,0.448249,0.309852,0.410757,"6,920,690","981,966,000"
17-Jun-17,0.426762,0.444205,0.414139,0.419906,"3,100,660","1,186,200,000"
18-Jun-17,0.420597,0.426069,0.39379,0.405862,"2,514,450","1,169,060,000"
19-Jun-17,0.405456,0.42099,0.388231,0.412183,"3,543,640","1,126,980,000"
20-Jun-17,0.414299,0.422032,0.398649,0.418494,"3,755,470","1,151,560,000"
21-Jun-17,0.419439,0.43734,0.405037,0.413547,"3,999,810","1,165,840,000"
22-Jun-17,0.413371,0.427283,0.407261,0.417742,"2,343,320","1,148,980,000"
23-Jun-17,0.417769,0.48091,0.408405,0.48091,"3,768,560","1,161,200,000"
24-Jun-17,0.482769,0.635612,0.482769,0.51291,"19,215,500","1,341,870,000"
25-Jun-17,0.514185,0.525564,0.454951,0.470941,"5,012,890","1,429,190,000"
26-Jun-17,0.470192,0.473662,0.351156,0.402438,"9,101,080","1,306,910,000"
27-Jun-17,0.411989,0.420035,0.353549,0.392269,"4,411,090","1,145,140,000"
28-Jun-17,0.399874,0.399874,0.357338,0.379136,"4,704,400","1,111,460,000"
29-Jun-17,0.375767,0.459387,0.361568,0.417798,"5,324,020","1,044,460,000"
30-Jun-17,0.417167,0.453008,0.398195,0.401591,"5,044,270","1,159,530,000"
1-Jul-17,0.402295,0.414192,0.381489,0.38963,"2,334,640","1,118,190,000"
2-Jul-17,0.39188,0.39689,0.366798,0.382249,"2,971,770","1,089,240,000"
3-Jul-17,0.379055,0.384955,0.356024,0.376139,"3,873,180","1,053,600,000"
4-Jul-17,0.3749,0.410698,0.373865,0.39639,"3,933,710","1,042,050,000"
5-Jul-17,0.396273,0.400841,0.371809,0.38013,"3,061,100","1,101,450,000"
6-Jul-17,0.380253,0.382865,0.317295,0.35388,"8,218,370","1,056,920,000"
7-Jul-17,0.355803,0.355994,0.271859,0.284565,"8,804,780","988,966,000"
8-Jul-17,0.286164,0.320908,0.281393,0.305515,"3,273,950","795,402,000"
9-Jul-17,0.297377,0.31277,0.285475,0.302889,"2,474,500","826,569,000"
10-Jul-17,0.304476,0.304476,0.190539,0.217061,"8,233,640","846,301,000"
11-Jul-17,0.214742,0.231574,0.185681,0.187596,"6,946,200","596,881,000"
12-Jul-17,0.191125,0.237362,0.183955,0.228758,"4,646,480","531,237,000"
13-Jul-17,0.229099,0.238625,0.194249,0.214589,"4,129,150","636,787,000"
14-Jul-17,0.212999,0.214112,0.161877,0.17535,"3,347,860","592,038,000"
15-Jul-17,0.175237,0.176099,0.147933,0.158688,"3,913,220","487,076,000"
